Question,Question Type,Answer Option 1,Explanation 1,Answer Option 2,Explanation 2,Answer Option 3,Explanation 3,Answer Option 4,Explanation 4,Answer Option 5,Explanation 5,Answer Option 6,Explanation 6,Correct Answers,Overall Explanation,Domain
An analyst says a summary must be accurate because it was generated directly from the source document. What is wrong with that reasoning?,multiple-choice,"The source document may itself be inaccurate, in which case even a faithful summary inherits the error.",,"Summarization necessarily discards material, so some loss of accuracy is unavoidable in principle.",,Working from a source constrains an output without guaranteeing it represents that source correctly.,,"The source may have been too long to consider in full, so parts of it were never actually read.",,,,,,3,"Grounding raises reliability without providing a guarantee: a summary can misstate a qualification, invert a causal claim or attribute something the source does not say, all while drawing on the supplied material. The other three describe real and distinct risks; the reasoning error in the stem is treating grounding as proof.",D2 Output Evaluation & Validation
Which is the weakest reason to accept an output as correct?,multiple-choice,It reproduces figures that the reviewer has recomputed from the original records.,,It has been reviewed by a second person with relevant expertise in the subject.,,It is consistent with what the reviewer already believed about the subject.,,It cites sources that the reviewer has opened and confirmed support the claims.,,,,,,3,"Agreement with a prior belief is the weakest basis for acceptance, because it is exactly the condition under which an error is least likely to be examined. The other three are genuine checks of increasing cost. Recognising the pull of confirmation is what keeps review from becoming a search for reasons to approve.",D2 Output Evaluation & Validation
An output is checked against the request and every item is addressed. What class of failure could still be present?,multiple-choice,"Inconsistency, since separate sections may each satisfy the request while contradicting each other.",,"Inaccuracy, since addressing a requirement says nothing about whether the answer given is right.",,"Incompleteness, since a requirement may have been addressed only partially rather than fully.",,"All of these, since a coverage check establishes only that each requirement was responded to.",,,,,,2,"A coverage check confirms that nothing was ignored, which leaves accuracy, depth and internal consistency entirely unexamined. Naming any single one of them understates what remains. Completeness and correctness are separate review passes precisely because passing one says nothing about the other.",D2 Output Evaluation & Validation
A team asks whether output should be verified before or after it is formatted for the recipient. What is the argument for verifying first?,multiple-choice,"Formatting can obscure a claim's basis, and rework is wasted on content that turns out to be wrong.",,"Formatting takes longer than verification, so doing it second uses the reviewer's time better.",,"Formatting is usually done by a different person, so the sequence determines who is holding the work.",,"Formatting introduces its own errors, which are easier to spot in a document already verified.",,,,,,1,"Verifying first avoids polishing material that will be discarded and keeps claims legible while they are being checked — presentation frequently compresses the very qualifications a reviewer needs to see. Duration, ownership and formatting errors are practical considerations that do not bear on which order protects the check itself.",D2 Output Evaluation & Validation
What does it mean when an output declines to answer and says the supplied material does not settle the question?,multiple-choice,"It has misread the material, since a direct question usually has an answer within a document.",,"It is behaving correctly, since stating the limit of the evidence is preferable to filling the gap.",,"It has been under-supplied, so the material should be expanded until some answer can be produced.",,"It is being over-cautious, and re-prompting will usually produce the answer that was wanted.",,,,,,2,"An explicit refusal is the desired behaviour when the evidence does not reach: the alternative is a plausible answer with nothing behind it. Treating it as a failure to be re-prompted around is how ungrounded content gets manufactured. Supplying more material is reasonable if more exists, but the refusal itself is a correct result rather than a fault.",D2 Output Evaluation & Validation
Two reviewers disagree about whether an output is acceptable. What is the most productive next step?,multiple-choice,"Escalate to a third reviewer, whose judgment then resolves the disagreement between the first two.",,"Accept the more critical judgment, since the stricter standard is the safer one to apply.",,"Regenerate the output, since a version both reviewers accept avoids resolving the dispute.",,"Establish the criteria the output is being judged against, since they are evidently not shared.",,,,,,4,"Persistent disagreement about acceptability usually means the two reviewers are applying different standards without either having stated them. Making the criteria explicit resolves this case and every subsequent one. Adding a third opinion, regenerating, and defaulting to the stricter view all settle the instance while leaving the ambiguity in place.",D2 Output Evaluation & Validation
"Which finding in a review should stop an output from being used at all, rather than being sent back for revision?",multiple-choice,"A fabricated source, since it indicates content was generated rather than drawn from evidence.",,A tone that is wrong for the audience the output is eventually intended to be read by.,,A calculation error in a figure that appears in one of the supporting appendices.,,A section that is substantially shorter than the request had asked for it to be in its coverage.,,,,,,1,"A fabricated source is a signal about how the content came about, which puts everything else in the document in question rather than identifying one thing to fix. Short sections, wrong tone and an arithmetic slip are all defects with defined repairs. Distinguishing a repairable fault from a reason to distrust the whole is the judgment here.",D2 Output Evaluation & Validation
"An output includes a claim with no source, and the reviewer knows it to be true. What should happen?",multiple-choice,"The claim needs a source before it is relied on, since the reviewer's knowledge is not the record.",,"The claim should be flagged for the recipient, who can then decide whether to accept it as given.",,"The claim can stand, since its accuracy is what mattered and that has now been confirmed.",,"The claim should be removed, since unsourced material has no place in a verified document.",,,,,,1,A document that will be read and acted on by others has to carry its own basis; the reviewer's private knowledge does not travel with it and cannot be checked by anyone downstream. Sourcing it is the fix. Removing true material and passing the problem to the recipient both avoid the small amount of work that resolves it.,D2 Output Evaluation & Validation
What is the practical difference between checking that an output is consistent and checking that it is correct?,multiple-choice,"Consistency concerns the figures in an output, while correctness concerns its written claims.",,Consistency can be established from the output alone; correctness requires going outside it.,,"Consistency is checked by the author, while correctness is checked by an independent reviewer.",,"Consistency applies to long documents, while correctness applies to any output of any length.",,,,,,2,"Internal consistency is a property of the document and can be assessed by reading it carefully; correctness requires comparison against something external — a source, a record, a recomputation. That difference in what each check needs is why an internally coherent document can still be entirely wrong.",D2 Output Evaluation & Validation
An output correctly states that it is uncertain about a figure. How should that be treated?,multiple-choice,As a reliable indication that the figure is rather more likely to be wrong than the surrounding ones.,,"As equivalent to any other claim, since expressed uncertainty carries no particular meaning.",,"As a reason to disregard the figure, since a stated uncertainty makes it unusable as evidence.",,"As a prompt to verify that specific figure, rather than as a measure of how likely it is wrong.",,,,,,4,"An expression of uncertainty is generated text rather than a calibrated measurement, so it cannot be read as a probability. It is still useful as a pointer to something worth checking. Treating it as a reliable likelihood over-reads it, and dismissing it entirely discards a cheap signal about where to direct attention.",D2 Output Evaluation & Validation
A long output contains one section the reviewer cannot evaluate without specialist knowledge. What is the appropriate handling?,multiple-choice,"Accept the section, since the reviewer has verified everything else the document contains.",,"Remove the section, since content that nobody available can check should not be included at all.",,"Route that section to someone qualified, and do not let the rest of the review stand in for it.",,Mark the section as unverified and pass the document on with that caveat attached to it.,,,,,,3,Verification does not average across a document: an unchecked section is unchecked regardless of how thorough the rest was. Routing it to someone who can evaluate it is the proportionate response. Removing genuinely needed content and passing an unverified claim along with a caveat both avoid finding the person who can actually check it.,D2 Output Evaluation & Validation
Which consideration should carry the most weight when choosing a model for a task that runs a few times a week?,multiple-choice,"The response latency, since a person is likely waiting for each of those few requests.",,"Whether the task's difficulty is met, since at that volume cost differences are immaterial.",,"Consistency with the tier used elsewhere, so the team's configuration stays uniform.",,"The cost per request, since the spend accumulates across every task the team runs regularly.",,,,,,2,"The weight given to cost and latency scales with volume, and a few runs a week makes both effectively irrelevant — what remains is whether the tier meets the task. At high volume the same reasoning inverts. Uniformity is an operational convenience rather than a selection criterion, since selection is properly made per task.",D3 Product & Model Selection
A team keeps a single long conversation running for a multi-week project. What problem should they anticipate?,multiple-choice,The output style drifts over a long thread as the conversation's tone gradually shifts.,,The accumulated context raises the cost of each subsequent message in the conversation.,,"The conversation becomes difficult to search, so finding an earlier decision takes much longer.",,"Earlier decisions fall out of view, and the thread reasons from a partial record without saying so.",,,,,,4,"The failure that matters is silent: once early turns fall outside what is considered, the thread continues confidently from an incomplete record and nothing announces the change. Cost and searchability are real and visible. Periodically restarting with a curated summary, and moving standing items somewhere persistent, is the practical answer.",D3 Product & Model Selection
What should be true before a task is moved into a Project rather than run in a conversation?,multiple-choice,The task has been run enough times for the team to have agreed on the best prompt.,,The task is important enough that a dedicated workspace is proportionate to it.,,The instructions and reference material are stable enough to be worth configuring once.,,The reference material is large enough that supplying it on each request is impractical.,,,,,,3,"A Project pays for its setup by holding what stays the same across repeated work, so stability of the instructions and knowledge is the precondition. Configuring around material that is still changing produces the stale-knowledge failure. Frequency and size are supporting considerations, and importance alone argues for care rather than for a particular workspace.",D3 Product & Model Selection
A question requires synthesizing findings across many external sources that the team has not identified. Which capability fits?,multiple-choice,"A long conversation, in which sources are supplied and discussed as they are discovered.",,"A Project, holding whichever sources the team is able to identify and attach in advance.",,"An artifact, which collects the findings into a document that can be revised as it keeps growing.",,"Research mode, which performs the multi-step investigation and returns findings with citations.",,,,,,4,"Discovery across sources nobody has identified yet is what research mode is for, and the citations are what make the result checkable. A Project requires knowing the sources in advance, which is the thing that is missing. Conversations and artifacts are containers for work rather than mechanisms for finding material.",D3 Product & Model Selection
"A team is deciding between spending effort on a better prompt and moving to a more capable model. Which should be tried first, and why?",multiple-choice,"The prompt, since under-specification is the more common cause and costs nothing to correct.",,"Neither, until the source material has been confirmed adequate for the task being attempted.",,"The model, since establishing the ceiling of what is achievable makes prompt work better targeted.",,"Both together, since the interaction between them determines what the output will look like.",,,,,,1,"Specification problems account for far more poor output than capability limits, and correcting them is free where a tier change is a permanent cost. Trying the model first also risks masking an under-specified prompt behind a larger model. Confirming the grounding is a reasonable parallel check rather than a reason to defer both.",D3 Product & Model Selection
Which task characteristic most strongly indicates that the cheapest tier is appropriate?,multiple-choice,"The task is not urgent, so a slower response would be acceptable to those requesting it.",,The task is well specified and its correct output is easy to recognise when produced.,,"The task is low-stakes, so an occasional error would not have significant consequences.",,"The task is run at high volume, which makes the cost difference between tiers material.",,,,,,2,"What makes a small tier safe is that the work is well specified and its output is easy to check — the difficulty is within reach and mistakes surface. Volume makes the saving worth having without establishing that quality holds. Low stakes tolerate error rather than preventing it, and latency tolerance is unrelated to whether a cheaper tier is capable.",D3 Product & Model Selection
A conversation is restarted with a summary of what was decided. What is the most common omission from such summaries?,multiple-choice,"The open questions, which the new conversation will need to address before it can really proceed.",,"The alternatives considered, which explain how the eventual decisions were arrived at.",,"The source material, which the new conversation will not have unless it is supplied again.",,"The constraints that were agreed, which shape later work without being conclusions themselves.",,,,,,4,"Summaries naturally capture conclusions, and constraints — the ruled-out approaches, the fixed budget, the audience agreed early — are quietly dropped because they are not results. Their absence lets the new thread reopen settled ground. Alternatives, open questions and sources are all worth carrying and are more often remembered because they are visibly unfinished business.",D3 Product & Model Selection
What distinguishes a task that should be automated end to end from one that should be augmented?,multiple-choice,Whether a wrong output could take effect without anyone being positioned to notice it.,,Whether the task is well understood enough for its steps to be specified in advance.,,Whether the people performing it today would prefer to spend their time differently.,,Whether the task is repetitive enough for automation to produce a genuinely worthwhile saving.,,,,,,1,"The dividing question is consequence and detectability: where a bad output can act on the world before anyone sees it, a person belongs in the path. Repetitiveness and specifiability describe how easy automation would be rather than whether it is safe, and preference is about appetite. Reversibility is the property that decides it.",D4 Workflow Integration & Solution Design
A workflow's approval step is being performed in an average of eleven seconds per item. What does that indicate?,multiple-choice,"The step is not functioning as a control, whatever the process documentation records about it.",,The volume is too high for the number of approvers currently assigned to the workflow.,,The approver is experienced enough to assess each of these items faster than a newcomer would.,,The items are simple enough that eleven seconds is a reasonable time to evaluate them.,,,,,,1,"A review that cannot physically examine what it approves is a formality: the control appears on the diagram and performs no evaluation. Experience and item simplicity are the explanations usually offered and neither survives the arithmetic. Volume may well be the cause, and the finding is still that the control is not operating.",D4 Workflow Integration & Solution Design
A proposal claims a workflow will save four hours a week. What should be established before that figure is used?,multiple-choice,"What the task takes today, measured rather than estimated from recollection.",,Whether the saved time will be redirected to work of higher value.,,Whether the saving still persists once the initial novelty of the tool has worn off.,,Whether four hours is significant relative to the team's overall workload.,,,,,,1,"A saving is a difference, and without a measured baseline the claimed figure rests on recollection of how long the work used to take — which is systematically unreliable. Significance, redirection and durability are all reasonable follow-on questions that presume the number itself means something.",D4 Workflow Integration & Solution Design
Which is the strongest argument for piloting narrowly rather than rolling out across a department?,multiple-choice,A narrow pilot is easier to reverse if the team decides against continuing.,,"A narrow pilot makes it possible to tell what caused a result, good or bad.",,A narrow pilot limits the number of people affected if the tool performs badly.,,A narrow pilot requires less configuration work before it can begin operating.,,,,,,2,"The primary value of a narrow pilot is interpretability: with few variables in play, a result can be attributed. A wide rollout produces outcomes nobody can explain. Limiting blast radius, reducing setup and ease of reversal are all genuine benefits and all secondary to being able to learn something.",D4 Workflow Integration & Solution Design
What most often goes wrong when a Claude-assisted step is inserted into an existing process without changing anything else?,multiple-choice,The people performing adjacent steps are not trained on how the new step operates.,,"The overall process takes longer, since the new step adds time without removing any of it.",,"The step it feeds still expects the old input, and the mismatch surfaces downstream.",,The new step produces more output than the following step is able to handle at once.,,,,,,3,"A process is a chain of expectations, and changing what one step produces without adjusting what the next expects is where the friction appears — often as rework several steps later. Training, duration and volume are real implementation concerns; the structural issue is that the interface between steps changed while the process assumed it had not.",D4 Workflow Integration & Solution Design
A stakeholder asks what happens if Claude is unavailable for a day. What does a good answer contain?,multiple-choice,"The alternative tool the team would use, and how quickly it could be brought into service.",,"The expected frequency of such outages, based on the provider's published reliability.",,"The manual path the team falls back to, and what it costs to run at the usual volume.",,An assurance that the workflow is designed so that outages have minimal practical impact.,,,,,,3,"The question is about operational continuity, and it is answered by naming the fallback and being honest about its cost — which is usually slower and more expensive. Outage frequency describes likelihood rather than consequence, an assurance is not a plan, and an alternative tool is one possible fallback among several.",D4 Workflow Integration & Solution Design
Which measure best indicates that an augmented workflow is working as intended?,multiple-choice,Reviewers are still finding and correcting errors at a rate that reflects real scrutiny.,,Reviewers are finding fewer errors over time as the configuration continues to be improved.,,Reviewers are approving outputs more quickly than they did when the workflow started.,,Reviewers report that the tool has made their work noticeably easier to get through.,,,,,,1,"In an augmented workflow the review is the control, and evidence that it is still catching things is evidence the control is live. A falling correction rate is ambiguous — it may mean improvement or it may mean the review has relaxed. Faster approvals and positive sentiment are both consistent with a gate quietly becoming a formality.",D4 Workflow Integration & Solution Design
A team documents its process before integrating Claude. What makes the documentation useful rather than an exercise?,multiple-choice,"It is agreed by everyone involved, so there is no disagreement about what the process contains.",,"It is kept current afterwards, so the record continues to match the process as it changes.",,"It records how the process actually runs, including the steps people perform without being asked.",,It is detailed enough that someone unfamiliar with the work could follow it from beginning to end.,,,,,,3,"The value comes from capturing the real process, including the undocumented checks people perform out of habit — those are exactly what an integration removes without noticing. A tidy official description misses them. Legibility, consensus and currency are all worth having and none of them ensures the record describes what actually happens.",D4 Workflow Integration & Solution Design
What is the risk of describing a new workflow to leadership in terms of the technology rather than the outcome?,multiple-choice,"The technology will change, so the description becomes outdated rather more quickly than an outcome would.",,Leadership may over-estimate what the tool is capable of doing beyond this particular workflow.,,"The conversation moves to questions the audience cannot evaluate, and the decision stalls or defers.",,The team appears to be advocating for a tool rather than for solving the underlying problem.,,,,,,3,"Framing in terms an audience cannot assess leaves them without a basis to decide, so the decision drifts or defaults to caution. Outcome framing gives them something they own. Over-estimation and the appearance of advocacy are genuine secondary risks that follow from the same mismatch between the framing and the audience.",D4 Workflow Integration & Solution Design
Which handover point in a workflow most needs an explicit definition of what 'done' means?,multiple-choice,The point where the workflow's results are recorded for later measurement.,,The point where source material is gathered and supplied for the task to begin.,,The point where the finished output is delivered to whoever requested it.,,The point where Claude's output becomes a person's responsibility to act on.,,,,,,4,"The transfer from generated output to human responsibility is where accountability changes hands, and an ambiguous standard there produces both rubber-stamping and unnecessary rework. The other handovers matter and involve materials or records rather than a change in who owns the outcome, which is what makes this one the one to define.",D4 Workflow Integration & Solution Design
What is the practical test for whether something belongs in Project instructions?,multiple-choice,Whether it is stated often enough that repeating it has become burdensome.,,"Whether it should apply to every task done in the Project, without exception.",,Whether it is important enough that forgetting it would cause a serious problem.,,Whether it concerns how output should look rather than what it should contain.,,,,,,2,"Instructions apply to everything done in the Project, so the test is whether universal application is actually wanted. Importance and repetition make a rule a candidate without establishing that it should govern unrelated tasks. The distinction between form and content is not the dividing line — both kinds of rule can be either universal or conditional.",D5 Configuration & Knowledge Management
A Project's instructions have grown to two pages of accumulated rules. What is the likely consequence?,multiple-choice,Rules added for particular situations now constrain tasks they were never meant to govern.,,The instructions consume enough of the available context to affect how much else can be held.,,Contradictions between rules accumulate as new ones are added without the old being reviewed.,,New team members find the instructions difficult to read and therefore ignore parts of them.,,,,,,1,"Instructions apply universally, so anything added for one situation silently shapes every other task in the Project — which is how a Project's output quietly narrows. Contradictions are a real and related problem. Context consumption is minor at this size, and readability affects people rather than output.",D5 Configuration & Knowledge Management
What should happen when a Project's knowledge and its instructions give conflicting guidance?,multiple-choice,"Prefer the instructions, since they represent the more recent statement of intent.",,"Resolve it at the source, since leaving both in place produces unpredictable answers.",,"Prefer the knowledge, since it is the authoritative material the answers should rest on.",,"State the precedence in the instructions, so the conflict is resolved consistently.",,,,,,2,"A conflict between configuration layers produces answers that vary depending on which source an output happens to draw on, so it is fixed where it originates rather than adjudicated. A stated precedence rule leaves the wrong guidance in place for anyone reading it directly, and neither layer is inherently more authoritative than the other.",D5 Configuration & Knowledge Management
Which is the clearest signal that a Project's configuration has gone stale?,multiple-choice,Users have begun adding context to their requests that the Project should supply.,,The Project has not been reviewed within whatever period the team agreed on.,,Answers are confident and drawn from material that has since been superseded.,,Output quality has declined noticeably compared with when the Project was created.,,,,,,3,"Stale configuration fails silently and characteristically: the answers stay confident and well formed while resting on outdated material, which is why nobody complains. Users compensating in their requests is a useful earlier signal. An elapsed review period is a proxy, and a noticeable quality decline is usually a different problem, since staleness does not degrade fluency.",D5 Configuration & Knowledge Management
A team wants one Project to serve two related but distinct kinds of work. What should they weigh?,multiple-choice,Whether one set of instructions can serve both without over-constraining either.,,Whether the volume of each is high enough to warrant separate configurations.,,Whether the knowledge documents needed for each overlap enough to justify sharing.,,Whether the same people will be doing both kinds of work within the Project.,,,,,,1,"Instructions apply to everything, so the question is whether a single set genuinely fits both without imposing one kind of work's conventions on the other. Where it cannot, splitting is the answer. Document overlap, personnel and volume all describe convenience rather than whether the configuration will produce good output for both.",D5 Configuration & Knowledge Management
What is the argument for keeping a Project's knowledge minimal rather than comprehensive?,multiple-choice,Comprehensive knowledge bases exceed the volume that can be held as persistent material.,,A smaller knowledge base is faster to search and produces answers more quickly.,,Fewer documents mean less material for the team to keep current over time.,,"Every document is something answers may draw on, including ones that no longer apply.",,,,,,4,"Anything present is available to be drawn on, so a comprehensive knowledge base includes superseded, tangential and contradictory material as live inputs. Curation is what keeps answers grounded in what actually governs. Maintenance burden is a genuine related benefit, speed is marginal, and volume limits are rarely the binding constraint.",D5 Configuration & Knowledge Management
A rule is stated in a Project's instructions and users routinely restate it in their requests anyway. What does that suggest?,multiple-choice,The instructions are long enough that users have stopped relying on them being applied.,,The users are simply unaware the rule exists in the instructions and should be told that it is there.,,The rule is important enough that users prefer to reinforce it explicitly on each occasion.,,"The rule is not producing the behaviour it describes, which is worth investigating rather than tolerating.",,,,,,4,"Users compensating for a configuration is a signal that the configuration is not working — the rule may be ambiguous, contradicted elsewhere, or too vague to act on. Treating it as an awareness or preference issue accepts a broken rule. Diagnosing why the instruction is not landing is what resolves it.",D5 Configuration & Knowledge Management
"What makes a use of Claude appropriate, beyond the fact that it produces useful output?",multiple-choice,That the team has already confirmed the output quality is adequate for the intended purpose.,,That the time saved is sufficient to justify the effort of setting the workflow up.,,That the people affected by the output would not object to how it was produced.,,"That the data, the decision and the review arrangement are all permitted for this work.",,,,,,4,"Appropriateness is a governance judgment covering what data may be used, what kinds of decision may be automated, and what oversight applies — all separate from whether the output is good. Quality, efficiency and acceptability each matter and none of them establishes that the use is permitted in the first place.","D6 Governance, Risk & Responsible Use"
A team member argues that a restriction should not apply because the work is internal and low-risk. How should that be handled?,multiple-choice,"The argument should be assessed on its merits, since restrictions written broadly often over-reach.",,"The team should proceed and document the reasoning, so the decision can be reviewed later.",,"The restriction applies, since internal use and low risk are never grounds for an exception.",,The restriction's scope is a question for whoever owns it rather than for the team applying it.,,,,,,4,"Whether a restriction covers a given case is a question for its owner, and a team deciding its own exemption is the failure mode the restriction exists to prevent — however reasonable the argument. Raising it through the proper route may well succeed. Documenting an unauthorized decision records it without making it legitimate.","D6 Governance, Risk & Responsible Use"
Which factor most affects whether personal data may be included in a prompt?,multiple-choice,Whether the data is already held internally by the organization for another purpose.,,Whether the output containing it will be shared outside the team that produces the work.,,Whether the person the data concerns would consider the use reasonable if asked.,,"What the data is and what permissions attach to it, rather than what it is being used for.",,,,,,4,"Obligations attach to the data itself and to where it is being sent, which is why a benign purpose does not lift them. Onward sharing and existing possession are both relevant to other questions and neither determines whether the data may enter a prompt. Presumed consent is not a basis for processing.","D6 Governance, Risk & Responsible Use"
An output will inform a decision about a person. What does that trigger?,multiple-choice,A requirement that the individual be told an AI system was involved.,,A requirement that a person makes the decision and is accountable for it.,,A requirement that the output be retained as a record of the decision.,,A requirement that the output be checked more carefully than routine work.,,,,,,2,"Decisions affecting people require a human decision-maker who owns the outcome — Claude prepares and a person decides. Careful checking, disclosure and retention are all likely obligations depending on the regime, and all of them sit alongside rather than instead of the accountability requirement, which is the one that always applies.","D6 Governance, Risk & Responsible Use"
What distinguishes a fairness problem from an accuracy problem in an output?,multiple-choice,"A fairness problem is a matter of interpretation, while an accuracy problem remains objective.",,"A fairness problem concerns groups of people, while an accuracy problem concerns facts.",,"A fairness problem appears in language, while an accuracy problem appears in figures.",,A fairness problem can be present in an output where every individual statement is correct.,,,,,,4,"The distinguishing property is that fairness failures survive a fact check: selection, emphasis and framing can systematically disadvantage a group while every sentence is defensible in isolation. That is why it is a separate review dimension. The other three describe surface differences rather than why both checks are needed.","D6 Governance, Risk & Responsible Use"
Which is the strongest reason to record what material was supplied to a Claude-assisted task?,multiple-choice,"Without it, an output that later proves wrong cannot be explained or traced to a cause.",,It allows the same task to be reproduced exactly if the output needs to be regenerated.,,It provides evidence of compliance with the organization's policy on data handling.,,It demonstrates to a reviewer that the work was grounded in appropriate source material.,,,,,,1,"The strongest reason is diagnostic: when something goes wrong months later, the inputs are usually where the explanation lies, and without them nobody can say whether the fault was the material, the request or the review. Reproduction, demonstrating grounding and evidencing compliance are all genuine benefits of the same record.","D6 Governance, Risk & Responsible Use"
