Question,Question Type,Answer Option 1,Explanation 1,Answer Option 2,Explanation 2,Answer Option 3,Explanation 3,Answer Option 4,Explanation 4,Answer Option 5,Explanation 5,Answer Option 6,Explanation 6,Correct Answers,Overall Explanation,Domain
A summary was produced from a list of twelve items. What is the specific completeness check?,multiple-choice,Confirm the summary's length is proportionate to the number of items that were supplied to it.,,"Confirm the summary states how many items it covered, so any shortfall becomes apparent to a reader.",,"Confirm that all twelve of them appear, since an omission leaves no trace in the output.",,Confirm the items are presented in the same order in which they appeared in the original list.,,,,,,3,"The dangerous property of an omission is that the remaining text reads as complete: nothing signals what is absent. When the input is enumerable, counting against it is a definitive check that takes seconds. Order and stated counts are conveniences, and a self-reported count is produced by the same process that dropped the item.",D2 Output Evaluation & Validation
An output states that it is highly confident in its conclusion. What does that establish?,multiple-choice,That the material supplied was sufficient to support the conclusion that was eventually reached.,,That the conclusion was reached directly from the source rather than from general knowledge.,,"Nothing about accuracy, since the statement is generated in the same pass as the conclusion.",,That the conclusion is consistent with the rest of the output and does not contradict anything in it.,,,,,,3,"Expressed confidence is text, produced by the same process and subject to the same failure modes as the claim it describes. It correlates with fluency rather than with correctness, which is why a fabricated figure is often stated with the greatest assurance. Confidence language is neither evidence of grounding nor of internal consistency.",D2 Output Evaluation & Validation
The same input is run twice and produces two answers that disagree on a material point. What follows?,multiple-choice,The more detailed of the two is likely to be the correct one and should be adopted.,,"At least one of the two is wrong, and the disagreement identifies exactly where to check.",,"A third run should be performed, and the answer appearing twice should be the one accepted.",,The task is unsuitable and should be reassigned to a person rather than attempted again.,,,,,,2,"Two contradictory answers cannot both be right, so the disagreement is a free pointer to the part of the task that is unreliable. That is a diagnostic gift rather than a failure. Detail is not evidence, majority voting across runs can converge on a shared error, and abandoning the task discards a signal that has not been investigated.",D2 Output Evaluation & Validation
An output cites a figure that is plausible and correctly formatted but describes a superseded policy. Which check catches this?,multiple-choice,"Confirming that the source is current, not merely that the figure genuinely appears in it.",,Confirming the figure is attributed to a document that the organization recognizes as authoritative.,,Confirming the figure falls within the range that a reader would consider reasonable for this measure.,,Confirming the figure is arithmetically consistent with the other values reported alongside it.,,,,,,1,"Grounding checks establish that a claim traces to a source; they say nothing about whether the source still applies. Currency is a separate dimension and needs its own step, particularly where policies, rates and thresholds change on a schedule. Consistency and plausibility checks would all pass on a correctly quoted but obsolete figure.",D2 Output Evaluation & Validation
"An output is accurate against every source supplied and still fails review. What was it checked against, and what was not?",multiple-choice,"The sources were checked, but not whether the output answers what was actually asked for.",,"Sources were checked, but not whether the material supplied was itself sufficient for the question.",,"Sources were checked, but not whether the output's tone suits the audience it is intended for.",,"Sources were checked, but not whether the conclusions follow from the evidence that was cited.",,,,,,1,"Accuracy and relevance are separate dimensions: an output can be faithful to its material and still address a different question than the one posed. Checking against the brief is what catches it. Sufficiency, tone and inferential validity are also distinct checks, but the scenario describes work that is correct yet not responsive.",D2 Output Evaluation & Validation
Reviewers are missing errors in long outputs and catching them in short ones. What is the most effective response?,multiple-choice,Give the reviewers a checklist tied to the specific ways this particular output tends to fail.,,"Ask for the output to include a summary of itself, so reviewers can concentrate their attention.",,"Shorten the outputs, so that each review covers a smaller quantity of material at one time.",,"Assign two reviewers to each long output, so that anything one misses is caught by the other.",,,,,,1,"Unstructured reading degrades with length because attention is finite and nothing directs it. A checklist derived from the observed failure modes converts reading into a sequence of specific determinations, which holds up over long documents. Doubling reviewers doubles cost for a smaller gain, and a self-produced summary inherits any error it is meant to reveal.",D2 Output Evaluation & Validation
Who should review an output before it is relied on?,multiple-choice,"The person who will act on the output, since they carry the consequences of any error that gets through.",,"Someone able to judge whether it is right, who did not write the prompt that produced it.",,"Anyone familiar with the format, since the common failure modes are recognizable without domain expertise.",,"The person who wrote the prompt, since they understand most clearly what the output was meant to achieve.",,,,,,2,"Review needs both competence in the subject and independence from the framing that produced the output. The prompt's author knows what was intended and reads the output as confirming it. Domain knowledge without independence, or independence without domain knowledge, each leaves a class of error undetectable.",D2 Output Evaluation & Validation
A batch of four hundred generated records must be checked and full review is not feasible. What is the sound approach?,multiple-choice,"Review a fixed proportion such as one in ten, which gives coverage that is proportionate to the batch size.",,"Review the records that appear unusual, since those are where the errors are most likely to be found.",,"Sample randomly, size the sample to the tolerance, and review the whole batch if errors appear.",,"Review the first fifty records, which will reveal any systematic problem in how the batch was produced.",,,,,,3,"A random sample supports an inference about the batch; a convenience sample does not. Sizing it against the error rate that is actually tolerable is what makes the result meaningful, and finding errors has to trigger escalation rather than acceptance. Reviewing the first records or the odd-looking ones tells you about those records only.",D2 Output Evaluation & Validation
A team wants to reduce review on a task that has been running for a month. What must exist before that decision?,multiple-choice,An agreement from the people who would be affected if an error reached them unreviewed.,,A record of how much time the reviews have been consuming across the month that has passed.,,A documented procedure describing what reviewers should do when they encounter an error.,,"A measured error rate, drawn from the reviews that have already been carried out.",,,,,,4,"Reducing a control is a risk decision, and it needs a number: how often the output has actually been wrong, on what kinds of input. A month of reviews has generated exactly that evidence if anyone recorded it. Effort, agreement and procedure are all relevant to how review is run, but none of them tells you what removing it would cost.",D2 Output Evaluation & Validation
A draft written for an internal audience is being repurposed for customers. Which dimension needs re-checking most?,multiple-choice,"Completeness of the coverage, since a customer will not have the background to fill in any gaps.",,"Format and structure, since the document will be read in a different setting than was intended.",,"Accuracy of the facts, since a customer audience has less ability to detect an error in them.",,"Tone and register, which were fitted to a reader who is no longer the one receiving it.",,,,,,4,"The facts do not change with the audience, but assumed knowledge, register and what can go unsaid all do. Internal shorthand and candour that reads as normal to a colleague reads very differently to a customer. Accuracy still matters, but it was already established for the original version and is not what the change of audience puts at risk.",D2 Output Evaluation & Validation
An output is internally consistent throughout and every section supports the others. What has that established?,multiple-choice,"Only that it does not contradict itself, which is compatible with being wrong throughout.",,"That the output is complete, since a gap would show up as a discontinuity between adjacent sections.",,"That the reasoning is sound, since an unsound argument would produce a visible inconsistency somewhere.",,That the output was produced from a single coherent source rather than from several conflicting ones.,,,,,,1,"Consistency is a property of the text's relationship to itself, and a confidently fabricated account is perfectly consistent. Correctness is a relationship between the text and the world, which only an external check establishes. Coherence tells you nothing about grounding, soundness or completeness.",D2 Output Evaluation & Validation
A one-off analysis uses a sensitive document that should not persist beyond the task. What does that argue about a Project?,multiple-choice,"Against it, since a Project is a durable container and this material should not be retained.",,"For it, since a Project keeps the material together with the instructions that operate on it.",,"Neither way, since the choice of container has no bearing on how long the material is retained.",,"For it, provided the document is removed from the Project once the analysis has been completed.",,,,,,1,"Projects exist to make context persist across conversations, which is exactly the wrong property for material that should exist only for one task. A single conversation confines it. Relying on remembering to remove it afterwards makes retention a matter of discipline rather than design, which is what the requirement is trying to avoid.",D3 Product & Model Selection
Several people need to work from the same instructions and reference documents on an ongoing task. What is the appropriate setup?,multiple-choice,"A shared Project, so everyone works from one configuration rather than their own copies.",,"A document containing the standard prompt, which each person pastes at the start of their conversations.",,"A personal Project for each person, created from a template so that all of the copies begin identically.",,"A single conversation that the group takes turns using, so that the context builds up in one place.",,,,,,1,"The point of a shared Project is that the instructions and knowledge have one home, so a correction reaches everyone and nobody is silently working from an older version. Copies diverge from the moment they are made, whether they start from a template or from a pasted prompt block, and a shared conversation serializes work that should run in parallel.",D3 Product & Model Selection
Which task most justifies enabling extended thinking?,multiple-choice,"One requiring a long output, where the additional processing improves the quality of the writing.",,One requiring a large volume of source material to be read before the answer can be produced.,,"One requiring an answer the requester will rely on, where additional care is therefore warranted.",,One requiring several dependent inferences to be made before the answer can be reached.,,,,,,4,"Extended thinking pays when there is genuine intermediate work: constraints to reconcile, steps that depend on earlier steps, alternatives to weigh. Length of input or output is a different axis, and importance alone does not create reasoning to be done. Spending it on retrieval or formatting costs money without changing the answer.",D3 Product & Model Selection
A team wants to analyze a chart that exists only as an image in a slide deck. What is the appropriate approach?,multiple-choice,"Describe the chart in the prompt, since a description conveys the relationships the analysis needs.",,"Locate the underlying data behind the chart, since the image itself cannot support any analysis.",,"Transcribe the chart's values into a table first, since numerical analysis requires numerical input.",,"Supply the image directly, since visual content can be read and interpreted as it is.",,,,,,4,"Images are a supported input and a chart can be read from one, which makes transcription unnecessary work for most purposes. Where the exact figures matter and the chart is unlabelled, going back to the source data is a sound precaution, but that is a precision requirement rather than a limitation of the input format.",D3 Product & Model Selection
"Partway through a long task on a capable model, the remaining work is mechanical reformatting. What is reasonable?",multiple-choice,"Continue on the current model, since switching mid-task risks inconsistency with what came before.",,"Continue on the current model, since the cost of the reformatting is small relative to the analysis.",,"Move the whole task to the cheaper model and rerun it, so that the output is produced consistently.",,"Move the remaining work to a faster, cheaper model, since the hard part is finished.",,,,,,4,"Tier selection is a decision per unit of work rather than per project, and mechanical transformation of material that already exists is the clearest case for the cheapest capable model. The output is determined by the input and the instruction at that point, so consistency is not at risk. Rerunning the analysis discards work already paid for.",D3 Product & Model Selection
A fifty-page report needs analysis. What is the difference between attaching it and pasting its text?,multiple-choice,"Attaching stores the document for future conversations, while pasted text is available only once.",,"Pasting makes the content available for analysis, while an attachment can only be summarized.",,"Little in substance, though attaching preserves structure and avoids transcription error.",,"Attaching allows the whole document to be used, while pasted text is truncated at a fixed length.",,,,,,3,"Both routes put the content into context, and the practical differences are about fidelity and effort: an attachment keeps tables and headings intact and removes a copying step. Neither format restricts what can be done with the content, and persistence across conversations is a property of Projects rather than of how a document is supplied.",D3 Product & Model Selection
"A team runs the same well-defined task many times a week, with no shared reference material. What fits best?",multiple-choice,"A Project, since the instructions will need to be refined over time as the task evolves.",,"A saved prompt that they reuse, since there is no persistent knowledge here to maintain.",,"A Project, since the repetition is what Projects are designed to support across conversations.",,"A new conversation each time with the prompt rewritten, since the task is well defined already.",,,,,,2,"A Project earns its overhead when there is standing context to carry: documents, accumulated instructions, a body of shared reference. Repetition alone is served by a reusable prompt, which is simpler to maintain and to share. Prompts can be refined wherever they are stored, so future refinement does not argue for the heavier container.",D3 Product & Model Selection
A workflow change has been designed and tested and is about to reach the people who will use it. What is most often underestimated?,multiple-choice,The volume of output the new step will produce once it is running at its intended capacity.,,The time required for the affected teams to agree that the change should proceed at all.,,The technical effort of connecting the new step to the systems already in place around it.,,"The work of teaching people how to use it, and when they should not be trusting it.",,,,,,4,"Integrations fail on adoption at least as often as on design: people use the tool for the wrong things, or avoid it, or trust output they should be checking. Enablement is the step that converts a working design into a working process. The technical and volume questions are usually confronted during the build, when they are visible.",D4 Workflow Integration & Solution Design
A step formerly performed by an analyst is now drafted by Claude and reviewed by that analyst. What must be restated?,multiple-choice,Which parts of the draft the analyst is permitted to alter before the item moves onward.,,"What the analyst is now accountable for, which has changed from producing to judging.",,How long the analyst is expected to spend on each item now that the drafting is handled.,,How the analyst should record that the review took place for the purposes of any later audit.,,,,,,2,"The role has changed in kind, not just in speed: judging someone else's work requires different attention from producing your own, and the failure mode is rubber-stamping. Saying plainly what the person is responsible for detecting is what makes the checkpoint real. Timing, editing rights and record-keeping are details that follow from that definition.",D4 Workflow Integration & Solution Design
"A workflow reviews every generated item, and volume is set to increase fivefold. What must be decided in advance?",multiple-choice,How many additional reviewers will be required in order to sustain full review at the new volume.,,"What replaces full review at that volume, and what evidence that decision rests on.",,Whether the increase in volume is likely to be sustained or is a temporary seasonal fluctuation.,,How the review queue will be prioritized so that the most urgent items are handled first.,,,,,,2,"Full review that works at one volume silently becomes a rubber stamp at five times that volume, because the time per item collapses while the process description stays the same. The decision is whether to staff it, sample it, or narrow what is reviewed, and it needs the measured error rate behind it. Prioritization manages the queue without addressing its capacity.",D4 Workflow Integration & Solution Design
Four candidate processes have been identified for a first integration. Which should be chosen?,multiple-choice,The one where the team is most enthusiastic about adopting a new way of working.,,The one where the process is most clearly documented and therefore simplest to replicate.,,The one where the output is easiest to verify and where a failure would be cheapest.,,The one where the current process consumes the largest amount of staff time each week.,,,,,,3,"A first integration is as much about learning as about return, and that requires being able to tell whether it is working and to survive it not working. Verifiability and low blast radius are what make that possible. Time saved is the right criterion once the organization has established it can run these safely, and enthusiasm and documentation help without bounding the downside.",D4 Workflow Integration & Solution Design
"A drafting step now completes in minutes, and the process still takes the same number of days end to end. What does that indicate?",multiple-choice,"The constraint is elsewhere, so the saving does not reach the overall duration.",,The new step is not being used consistently by everyone who is involved in the process.,,"The measurement is wrong, since a faster step must reduce the duration of the whole process.",,The time saved is being absorbed by the additional review that the new step has introduced.,,,,,,1,"Optimizing a step that was never the bottleneck changes the total by nothing, which is why baselining the whole process matters more than timing the step being changed. The queue before an approval, or a batch that runs weekly, will hold the duration regardless. Review overhead is a real cost, but it would have to be substantial to consume the entire gain.",D4 Workflow Integration & Solution Design
A pilot met every quality target and usage has fallen to almost nothing after two months. What does that call for?,multiple-choice,"Further training, since the fall in usage indicates the tool is not properly understood.",,"Finding out what makes it not worth using, which the quality metrics did not measure.",,"A period of mandated use, so that the benefits become apparent to the people involved.",,"Reverting the change, since a tool nobody uses is not delivering the value it promised.",,,,,,2,"Quality targets measure the output and say nothing about the experience of getting it: friction, trust, fit with how the work actually happens. That gap is the thing to investigate, and it is usually specific and fixable. Mandating use suppresses the signal, training assumes a cause not yet established, and reverting discards the question.",D4 Workflow Integration & Solution Design
Which measure best indicates that a drafting integration is genuinely working?,multiple-choice,How quickly each draft is produced compared with the time the process previously required.,,How much of each draft survives into the final version without having to be rewritten.,,How many drafts are produced each week compared with the volume before the change.,,How satisfied the people using the integration report themselves to be with the drafts.,,,,,,2,"Rework is the measure that catches a fast draft nobody can use: if most of it is rewritten, the saving is illusory however good the cycle time looks. Speed and volume both improve when quality falls, which is why neither is safe alone. Satisfaction is worth tracking and is a softer signal than what actually happens to the text.",D4 Workflow Integration & Solution Design
A sponsor asks whether the integration will let the team reduce headcount. What is the sound framing of the answer?,multiple-choice,That headcount decisions follow from business planning rather than from any individual tool.,,"What it changes about cost and capacity per unit of work, which is the measurable claim.",,That the saving will emerge over time and cannot be estimated until the change has settled.,,That capacity freed by the change will be redirected to work the team cannot currently reach.,,,,,,2,The defensible claim is the one that has been measured: what a unit of this work now costs and how much of it the team can handle. What the organization does with freed capacity is a separate decision that belongs to the sponsor. Deflecting the question or promising redeployment both substitute a preference for the evidence that exists.,D4 Workflow Integration & Solution Design
An integration has been running for a year and the process it supported has been replaced. What should happen?,multiple-choice,"Restrict access to it, so that it remains available only to the people who still need it.",,"Repoint it at the replacement process, since the capability has already been paid for.",,"Retire it deliberately, including its configuration, access and any stored material.",,Leave it available in case the process it supported is reinstated at some point later.,,,,,,3,"Retirement is a lifecycle stage, and an integration left running is an unowned surface with live permissions and stale knowledge that someone will eventually rely on. Deliberate decommissioning closes it. Repointing an existing configuration at a different process skips the design work that process deserves, and restricting access leaves the same object in place.",D4 Workflow Integration & Solution Design
The person who wrote and tuned all of a workflow's prompts is leaving. What does that expose?,multiple-choice,That a second person should have been trained to perform the same work in parallel.,,"That the reasoning behind the prompts was never written down, only the prompts themselves.",,That the workflow will need to be rebuilt by whoever takes over the responsibility for it.,,"That the prompts should be simplified, so that they are easier for a successor to maintain.",,,,,,2,"A tuned prompt encodes decisions that are invisible in the text: what was tried, what failed, which constraint each clause is answering. Without that record a successor cannot safely change anything, so the workflow ossifies. Documenting the reasoning is what makes the asset transferable, and it is cheaper than either rebuilding or shadow staffing.",D4 Workflow Integration & Solution Design
A Project's instructions are being changed substantially after several months of use. What should accompany the change?,multiple-choice,"A notification to everyone using the Project, so they are aware their outputs may now differ.",,"A period during which both versions are available, so the previous behaviour remains accessible.",,"A record of what was changed and why, so that a later problem can be traced back to it.",,"A review of the Project's knowledge documents, since these may no longer align with the instructions.",,,,,,3,"Instructions are configuration, and a change to them changes every output that follows. Without a record, a quality problem noticed three weeks later has no obvious cause and the team debugs the prompt instead. Notifying users and reviewing knowledge are both sensible practice, and neither preserves the explanation of why the change was made.",D5 Configuration & Knowledge Management
A new team member joins a team that runs most of its work through an established Project. What do they most need?,multiple-choice,"A copy of the instructions, so they understand the constraints their outputs will be produced under.",,"What the Project is for and where its boundaries lie, not merely how to open and use it.",,"Access to the conversation history, so they can see how colleagues have used it previously.",,"A walkthrough of each knowledge document, so they understand the material available to it.",,,,,,2,"The failure mode for a newcomer is using a well-configured Project for work it was never scoped for, and trusting output accordingly. Scope and limits are what prevent that. Documents, history and instruction text are all available to read, and none of them state what the Project should not be asked to do.",D5 Configuration & Knowledge Management
Which document is most useful as Project knowledge?,multiple-choice,A current and authoritative statement of the rules that the work is required to follow.,,"The most recent examples of completed work, which demonstrate the standard being aimed at.",,A summary of the subject prepared specifically for this Project by someone on the team.,,"A comprehensive collection of the team's material on the subject, so nothing is unavailable.",,,,,,1,"Knowledge should be the material the model cannot infer and must not get wrong, which means current and authoritative sources. Comprehensiveness dilutes that and raises the chance of contradiction. A prepared summary introduces a layer that can drift from the source, and examples belong with the instructions as demonstrations of form.",D5 Configuration & Knowledge Management
Two documents in a Project's knowledge give different thresholds for the same rule. What is the consequence?,multiple-choice,The more recently added of the two documents will take precedence over the earlier one.,,"Outputs will vary unpredictably, since either of the two documents may be drawn upon.",,"The instructions will govern, since they take precedence over the knowledge documents.",,"The output will report the conflict, since the contradiction is apparent within the material.",,,,,,2,"Contradictory knowledge does not resolve itself, and nothing marks one document as superseding the other. Different conversations land on different answers, which is precisely the failure that is hardest to diagnose because each output looks defensible. Recency of upload confers no authority, and the conflict is often not visible within a single response.",D5 Configuration & Knowledge Management
A policy referenced by a Project's knowledge has been superseded. What is required?,multiple-choice,Remove the superseded document as part of the same change that adds its replacement.,,"Add the new document, since the more current material will naturally be preferred.",,"Mark the old document as historical, so that its status is clear to anyone reviewing the Project.",,Add the new document and note in the instructions that it takes precedence over the old one.,,,,,,1,"Leaving a superseded document in place creates exactly the contradiction that produces inconsistent output, and an instruction saying which one wins is a workaround for a problem that removal eliminates. Nothing causes newer material to be preferred automatically, and an annotation the model may or may not weight is not a control.",D5 Configuration & Knowledge Management
An instruction change is intended to fix a recurring problem. What should happen before it is applied for everyone?,multiple-choice,Apply it and monitor the outputs closely over the following week for any sign of a problem.,,Have a second person review the wording of the change before it is applied to the Project.,,"Document the problem it is intended to fix, so the change can be evaluated against that later.",,"Run the cases that were failing, and a set that were not, against the proposed change.",,,,,,4,"An instruction is a change to a system, and the risk is fixing one case while breaking others that were working. Testing against both is the check that catches it, and it is cheap because the failing cases are already known. Review of the wording catches a different class of problem, and monitoring after the fact means users encounter the regression first.",D5 Configuration & Knowledge Management
Anyone with access to a shared Project can change its instructions. What risk does that create?,multiple-choice,"Silent changes to how everyone's work behaves, with no way of attributing them to anyone.",,Instructions that grow steadily longer as each user adds the guidance they personally need.,,Disagreement between team members about what the instructions ought to contain.,,Loss of the original instructions if someone replaces rather than extends them.,,,,,,1,"Shared configuration is shared behaviour: one person's local fix changes every colleague's output, often without anyone noticing until quality shifts. The absence of attribution is what makes it hard to unwind. Length creep, disagreement and accidental replacement are all consequences of the same underlying lack of control over who changes what.",D5 Configuration & Knowledge Management
An employee has been pasting work material into a personal Claude account because the approved route is slower. What is the governance concern?,multiple-choice,"The outputs will be lower in quality, since the personal account lacks the configured Project and its knowledge.",,The organization is paying for capacity on the approved route that is not being used as intended.,,The material has left the organization's control and no record of its use exists anywhere.,,The employee is bypassing a control that was put in place deliberately by the people who own the process.,,,,,,3,"Shadow use puts regulated or confidential material into an environment the organization cannot audit, retain or delete from, and it leaves no trace for any later inquiry. That is a data governance failure regardless of intent. Quality, process compliance and wasted spend are all real consequences of a lower order, and the friction that caused it still needs addressing.","D6 Governance, Risk & Responsible Use"
Customer records will be used in a Claude-assisted process. Which question determines whether that is permitted?,multiple-choice,Whether the records can be processed without the customers being identifiable in the output.,,Whether the process improves the service that those same customers ultimately receive.,,What the customers were actually told the data would be used for when it was collected.,,Whether the records remain within the systems the organization already controls directly.,,,,,,3,"Lawful use is bounded by the purpose the data was collected for and what the individuals were told. A new processing purpose may require a new basis regardless of how beneficial or well-contained it is. De-identification, benefit to the customer and system boundaries all matter to the risk assessment without settling the question of permission.","D6 Governance, Risk & Responsible Use"
An organization must be able to explain a Claude-assisted decision eighteen months later. What determines whether it can?,multiple-choice,Whether the instructions in force at the time have been preserved in their original form.,,Whether the person who made the decision is still available to explain their reasoning.,,Whether the same prompt can be run again to reproduce the output that was originally produced.,,"Whether the inputs, the output and the human decision were all recorded at the time.",,,,,,4,"Explaining a past decision requires the artifacts from that moment: what material was supplied, what came back, and what the accountable person decided on that basis. Rerunning later reproduces nothing reliably, since models and configuration change. Preserved instructions and available staff both help and neither substitutes for the record of the decision itself.","D6 Governance, Risk & Responsible Use"
An employee notices that a deployed workflow has been producing outputs that disadvantage a particular group. What should happen first?,multiple-choice,"Report it through a route that can stop the workflow, before analysing the cause.",,"Raise it with the team that built the workflow, so they can investigate what is happening.",,Gather enough examples to establish that the pattern is real rather than coincidental.,,"Document the observation in detail, so that the investigation has a complete starting point.",,,,,,1,"While the workflow runs, the harm continues and accumulates. The first obligation is to reach someone who can halt it, which is why an escalation route has to exist and be known in advance. Evidence gathering, team notification and documentation all follow, and all of them take time the affected people are paying for.","D6 Governance, Risk & Responsible Use"
A manager proposes using Claude to produce performance assessments of their team from work records. What is the central concern?,multiple-choice,Team members would object to their work being evaluated by an automated process.,,The assessments would be inconsistent between team members unless the prompt were identical.,,Consequential judgments about people need a named human decision-maker and a route to challenge.,,Work records are an incomplete basis for assessment and would produce a partial picture.,,,,,,3,"Decisions that materially affect a person's employment sit in the category requiring accountable human judgment, a documented basis and an avenue for the person to contest the outcome. Drafting support under that structure can be legitimate; substituting generated assessment for the judgment is not. Incompleteness and consistency are quality problems within a governance problem.","D6 Governance, Risk & Responsible Use"
